26,22,4,14650.961449793,14650.949899657,7.331256344351553,9.394138737422436,1.9965229315330242,2.4019717786277424,0.7804075018763352,1.2030774806996059,3200.0 
29,25,4,14651.32311532,14651.275336299,8.216067591571214,9.768985951068483,2.764985671417311,1.928224176607623,0.8410358693035669,0.6973722130065252,3200.0 
33,30,3,14651.835908025,14651.820686504,7.835607389819207,9.447544981764269,1.9501057449722676,3.0729451730356683,0.8293802680954219,1.5757838675970715,3200.0 
37,34,3,14652.344853854,14652.262434795,7.856211654745712,8.729927768115138,3.91202220405743,1.8336477938451656,0.8999171428931458,0.46872121327516036,3200.0 
40,38,2,14652.740875896,14652.723881391,7.592238427330016,9.642745720961674,2.525111973442548,2.2637762704843323,0.7873523420643347,0.8965053012671236,3200.0 
44,42,2,14653.244157052,14653.188298755,7.875263574303487,8.903383835314246,1.9869609423591734,2.16706098977888,0.8845247739479861,1.0906409600612827,3200.0 
49,46,3,14653.836151317,14653.715668426,7.835828178739186,8.541402904562329,1.689205553368524,2.1532419674012533,0.9173935788175658,1.274706895858454,3200.0 
52,50,2,14654.27182671,14654.241104987,7.361131572014843,6.642754698249535,2.2952868490296,1.8961809527606805,1.108144422968774,0.8261193817941958,3200.0 
57,55,2,14654.873104619,14654.843689925,7.451881450295381,7.20731649866913,1.663124463800172,1.9032159677476406,1.0339328724736052,1.144361717462125,3200.0 
61,59,2,14655.366307064,14655.321670922,8.256320644902406,7.963193863084339,2.0275649687866855,1.659507085672255,1.0368102028982291,0.8184729521467912,3200.0 
65,63,2,14655.840116311,14655.796326425,7.692294201289493,9.292203907784844,7.692405800100172,2.092169808659935,0.8278223635240102,0.2719786063071049,3200.0 
69,67,2,14656.303895353,14656.255390342,8.989963730384302,9.41336918710453,2.1561992014284144,2.1067626539752453,0.9550208380969212,0.9770723653823733,3200.0 
73,71,2,14656.769521138,14656.721341733,9.86301884367274,8.943272651694517,2.1476473859789866,2.1783793319977427,1.102842239949372,1.0143095864895657,3200.0 
77,75,2,14657.242687222,14657.219566209,8.3628783371439,7.247454003838192,2.1134228208937533,2.146144757627375,1.1539056795275953,1.0154829106651664,3200.0 
81,79,2,14657.717212356,14657.668852631,8.540442552595525,7.660264628670115,2.1073699333318108,2.0070949360894255,1.1149017647029011,0.9524169934967954,3200.0 
85,83,2,14658.183197358,14658.142996943,9.217918261465112,8.695425034369116,2.145991814561522,2.2258035004810655,1.0600882906851379,1.0371910486228255,3200.0 
90,88,2,14658.768413032,14658.732348737,8.141212257442035,8.068365389959315,1.7087717305391943,2.108843561375807,1.009028702092914,1.2341283061315462,3200.0 
95,92,3,14659.354466222,14659.177374518,7.07648597221893,9.364431010438802,7.075625459538737,1.6968994358741711,0.7556770896523843,0.23982324185723541,3200.0 
98,96,2,14659.703944219,14659.6759826,8.63371137590402,7.947095991244302,2.8614104709955464,2.247160712431045,1.0863982749693972,0.7853332247187903,3200.0 
26,22,4,14814.997159414,14814.996057802,8.238537019016576,9.273113720475104,2.0121520826258106,2.1944455112510224,0.8884326524353762,1.090596247768371,3200.0 
29,25,4,14815.359382063,14815.320383816,8.674880737744026,9.632036183178101,2.760732943575061,1.899607592741672,0.9006279225668086,0.688080894301113,3200.0 
33,30,3,14815.873258157,14815.860569644,7.773472854433419,9.413654258922321,1.9459943976269691,3.082690449291271,0.8257657059229334,1.5841209270953907,3200.0 
37,34,3,14816.36740899,14816.30568541,8.178249060093043,9.045003559848292,4.096141118020901,1.8514559317099102,0.904173116790925,0.4520000357322804,3200.0 
40,38,2,14816.745044727,14816.741942823,7.774131563199934,9.024881987604866,2.648054466302315,2.2466801666594653,0.8614108831425428,0.8484267205412432,3200.0 
44,42,2,14817.223136342,14817.187487128,8.676102500746047,8.914650247113624,2.091649317048458,2.2920914867239524,0.9732409304061241,1.0958297206141323,3200.0 
48,46,2,14817.70502053,14817.664126713,8.271741463834731,8.068605350367406,2.07518740996511,2.244591461589022,1.0251761121837586,1.0816331338607919,3200.0 
52,50,2,14818.165126295,14818.142748522,9.20579566335523,8.16286056152113,2.1734133237833633,2.0979773771482932,1.1277658847623084,0.9652914860649906,3200.0 
57,55,2,14818.760405441,14818.743424567,9.320629042483967,8.621422178727482,1.6798841463183707,2.0893623625403315,1.0811011048132766,1.2437538428583734,3200.0 
61,59,2,14819.242747745,14819.220236512,8.624828680764278,8.917695343720728,2.0732164516934057,1.6647950624412322,0.9671589293345092,0.8030010861053247,3200.0 
65,63,2,14819.719617351,14819.698315428,9.050033872490479,8.535191100680073,9.049761798500725,2.097257893602722,1.0603200052274615,0.2317473034428569,3200.0 
69,67,2,14820.204136565,14820.18361531,7.8736941045205056,7.747899947153011,2.0639016392026712,2.0916679503260096,1.016235903693325,1.0134533112411621,3200.0 
73,71,2,14820.663414786,14820.629550435,9.992344065777964,8.879597593798847,2.1773294579965623,2.0605722862019804,1.125314966159752,0.9463759738491692,3200.0 
77,75,2,14821.131529034,14821.12792263,8.370452523600127,7.119370137321509,2.136230640856841,2.2425354471767283,1.1757293639952968,1.0497627944692567,3200.0 
81,79,2,14821.618123347,14821.594367154,9.033648488742493,7.964862340741976,2.0551000562191017,2.0064788640711098,1.1341876484836966,0.9763412044095587,3200.0 
85,83,2,14822.089113008,14822.061329252,10.42416098700207,8.750906156407659,2.1231888570045876,2.143942567379477,1.1912093217191235,1.0097747830139656,3200.0 
90,88,2,14822.68856704,14822.670693687,7.537292999444812,8.011058208436335,1.6681846257042041,2.141499410810654,0.9408610951681006,1.2837304563376166,3200.0 
95,92,3,14823.258906963,14823.131035247,8.979688384877807,10.36315564891949,8.979993275460771,1.641025681423366,0.8665013523958864,0.18274241762604923,3200.0 
98,96,2,14823.605820237,14823.604436446,8.568092719138264,7.24613795155833,2.882564822229785,2.1723970267641803,1.1824357714988905,0.7536333649849164,3200.0 
