second,SSIM,PSNR,fps,response_time_ms,QoE
0,0.33180082105316555,13.345751845332641,12.29653620072823,4.938971839983424,0.11347590308997005
1,0.28246324866567796,14.029777091446375,9.855083262596711,11.487372692289892,0.09469978047562891
2,0.28990773047257734,13.875636634609615,7.889456240181518,0.0,0.07661297826724169
4,0.25058530883557073,13.670032401214316,9.917866490645942,76.11418199985565,0.08288691646072913
5,0.2527933196214743,13.89624806916826,9.624315702733858,92.12170699993294,0.08109875718597247
6,0.2509531164730316,13.77301458401306,7.455413983890431,70.1033643329841,0.06279255231229729
8,0.27449430494518523,13.338645178189545,11.316381794502488,86.86644999943383,0.10284077726703447
9,0.28770860897241624,13.939259230783627,8.648070061672069,67.30921849975857,0.08307799817277375
