# Frame ID, Current Server FPS, Processing Time, Bitrate
1,20.321804306260265,0.014892786000928027,5000
2,14.95607885733247,0.015326827999160741,5000
3,16.861209048242426,0.013095243999487138,5000
4,6.4657621182129565,0.033665150998785975,5000
5,8.029929345379326,0.030377761999261566,5000
6,8.08420906663958,0.02538081100101408,5500.0
7,8.451998762068735,0.022575629000129993,5500.0
8,8.015474932421919,0.03327091600112908,5500.0
9,7.968913523318746,0.027499420000822283,5500.0
10,7.923789939323269,0.032873620999453124,5500.0
11,8.403461762362761,0.030477148999125347,5500.0
12,8.5932055465489,0.028988742000365164,5500.0
13,8.204514187625183,0.027764417000071262,5500.0
14,8.146757913008132,0.03125552600067749,5500.0
15,8.520001670921182,0.02545385899975372,5500.0
16,8.289676855555266,0.027362437998817768,5500.0
17,7.858810373194551,0.02858791799917526,5500.0
18,8.451755742727718,0.025911562999681337,4400.0
19,8.386627626290931,0.02537025600031484,4400.0
20,7.800710566710097,0.028748826000082772,4400.0
21,8.224133494386875,0.030712318999576382,4400.0
22,8.119104996924333,0.029395033001492266,3520.0
23,8.363254059628543,0.024018909000005806,3520.0
24,8.084957052063606,0.029345839000598062,3520.0
25,8.419881931123419,0.031013810001240927,3520.0
26,8.96960070470283,0.023735957000099006,3520.0
27,8.01968209626451,0.025105636999796843,3520.0
28,7.749904085318521,0.031019086000014795,3520.0
29,8.193819691838748,0.030885685000612284,3520.0
30,8.635325638814034,0.0266185750006116,3520.0
31,8.198455284776728,0.023940148999827215,3520.0
32,7.925261801331582,0.030290774999230052,3520.0
33,7.989468985047814,0.03125911899951461,3520.0
34,8.179384435660909,0.024361625000892673,3520.0
35,7.485689252365137,0.029631454999616835,3520.0
36,8.333944767002057,0.030821864000245114,3520.0
37,8.130012823661547,0.029951504000564455,3520.0
38,8.210119958037069,0.02520049300073879,3520.0
39,8.039064515582982,0.02701211700150452,3520.0
40,7.970086035559112,0.03025453999907768,3520.0
41,7.16727543586232,0.04074442400087719,3520.0
42,7.975293815899573,0.023654558999623987,3520.0
43,8.495396616354585,0.0275062609998713,3520.0
44,8.662632103503988,0.025901633000103175,3520.0
45,8.61511018307593,0.0207736529991962,3520.0
46,8.25298951752214,0.030115273000774323,3520.0
47,8.209454579294281,0.028127011999458773,3520.0
48,7.758107664734565,0.023740751999866916,3520.0
49,8.017857886153097,0.024085531000309857,3520.0
50,8.729960386889367,0.02620136800032924,3520.0
51,8.471043774159517,0.025224499999239924,3520.0
52,8.166172730290809,0.025044967000212637,3520.0
53,7.3450591178725775,0.03175527200073702,3520.0
54,8.590793766949275,0.02817823499935912,3520.0
55,8.403403361549836,0.024267849999887403,3520.0
56,8.305664879615524,0.026875685000049998,3520.0
57,7.798981622944316,0.023558680000860477,3520.0
58,7.986849173695971,0.027158726999914506,3520.0
59,8.053484284423995,0.024220190998676117,3520.0
60,8.19644303550583,0.03198172699921997,3520.0
61,8.73495735518329,0.026271233000443317,3520.0
62,8.480281847929048,0.0265104190002603,3520.0
63,8.88009073178386,0.021664521000275272,3520.0
64,8.227069961108876,0.025840267999228672,3520.0
65,8.382905153856141,0.029883336001148564,3520.0
66,8.511032630336754,0.026585985000565415,3520.0
67,8.064696999396734,0.02963869000086561,3520.0
68,7.966038483671108,0.03329019600096217,3520.0
69,7.744012138249074,0.029345463999561616,3520.0
70,8.265503238632359,0.027149584999278886,3520.0
71,7.874093744955816,0.030666000999190146,3520.0
72,8.451098475099686,0.027596330999585916,3520.0
73,8.151568238232903,0.028185937999296584,3520.0
74,8.01405042544035,0.03208989700033271,3520.0
75,8.363958175391192,0.023502502999690478,3520.0
76,7.425449985747862,0.025844048999715596,3520.0
77,8.45380898798576,0.029003424999245908,3520.0
78,8.745611900088342,0.024577669000791502,3520.0
79,8.173114008529335,0.025778271001399844,3520.0
80,8.570879839261034,0.027542820000235224,3520.0
81,7.902473176194526,0.023373395000817254,3520.0
82,7.310656072959801,0.0364282339996862,3520.0
83,8.537163081908075,0.02517931399961526,3520.0
84,7.411879845564266,0.03682753899920499,3520.0
85,7.888040373176853,0.03314111800136743,3520.0
86,8.602456970189746,0.030113337999864598,3520.0
87,8.515933831610663,0.02374800200050231,3520.0
88,8.80640605455914,0.02542656699915824,3520.0
89,8.301764903749913,0.025636009000663762,3520.0
90,7.685244361575723,0.03050728999915009,3520.0
91,8.320116550833246,0.02617312700022012,3520.0
92,8.35922107476537,0.02905172999999195,3520.0
93,8.822377805969616,0.02130333300010534,3520.0
94,7.645197339403868,0.030358556999999564,3520.0
95,7.985622174752342,0.027169914999831235,3520.0
96,8.077380856288704,0.029667508000784437,3520.0
97,8.198760652433112,0.02603216299939959,3520.0
98,8.619287163402712,0.031372706000183825,3520.0
99,8.263112917696374,0.02514441200037254,3520.0
100,8.2470668833144,0.023523064999608323,3520.0
